communityname,State,pop,perHoush,pct12-21,pct12-29,pct16-24,pct65up,medIncome,pctNotHSgrad,pctCollGrad,pctUnemploy,pctAllDivorc,persHomeless,violentPerPop
ElCentrocity,CA,31384,3.26,17.31,29.41,13.77,7.26,25147,40.47,13.52,13.9,11.32,0,690.81
Beevillecity,TX,13547,2.89,17.16,30.01,14.73,10.42,19899,39.63,12.4,12.12,12.48,0,691.17
LakeStationcity,IN,13899,2.88,15.69,28.64,13.65,10.32,28642,37.09,3.91,7.58,13.15,0,692.02
Johnstowncity,PA,28134,2.24,12.44,22.46,11.34,21.24,14839,35.82,7.24,14.17,11.54,0,694.37
Dentoncity,TX,66270,2.58,22.84,43.68,29.19,7.1,23156,18.06,36.45,6.07,9.45,0,694.91
Brownwoodcity,TX,18387,2.64,17.06,27.99,15.58,15.77,17826,35.35,15.25,9.51,12.18,0,695.28
ArroyoGrandecity,CA,14378,2.51,11.73,21.03,9.62,17.98,34796,16.06,19.4,5.14,11.26,0,696.31
Ashevillecity,NC,61607,2.28,12.07,23.63,11.89,17.66,22267,24.92,22.99,5.56,14.32,18,697.28
Fillmorecity,CA,11992,3.53,16.91,29.82,14.65,10.03,33482,43.22,8.59,6.59,8.53,0,698.18
Tracycity,CA,33558,2.99,12.99,27.63,11.65,7.32,40256,22.94,12.13,7.28,11.77,0,698.38
Charlottesvilledistrict,VA,13057,2.34,10.97,28.88,12.68,9.37,37025,11.12,44.09,3.2,12.09,0,699.49
Summervilletown,SC,22519,2.78,13.68,29.77,13.52,7.7,31448,16.7,25.54,4.22,10.78,0,699.98
Vicksburgcity,MS,20908,2.53,14.96,25.79,11.87,16.32,17206,37.31,16.48,9.18,13.67,0,700.29
Ridgecrestcity,CA,27725,2.68,13.76,28.5,12.42,6.36,39087,13.13,26.67,4.84,12.53,0,700.63
Hyattsvillecity,MD,13864,2.5,11.06,28.02,12.35,11.05,32793,23.61,24.42,5.13,13.61,9,703.74
Lamesacity,TX,10809,2.82,15.38,25.45,11.08,14.65,17811,48.48,8.07,11.51,8.86,0,706.19
Hopewellcity,VA,23101,2.56,14.05,27.69,13.25,11.83,26934,32.58,10.03,7.2,13.59,1,708.53
Starkvillecity,MS,18458,2.52,22.18,42.14,28.41,7.93,16749,20.46,41.21,6.7,7.7,0,709.29
NewLondontown,CT,28540,2.66,20.53,38.5,24.13,11.11,26336,24.65,17.95,7.97,13.11,1,710.78
Atwatercity,CA,22282,3.1,14.68,30.15,13.19,6.14,26701,22.86,14.05,7.84,11.51,0,711.12
Winchestercity,VA,21947,2.42,13.15,28.4,14.54,13.71,26086,31.17,18.78,4.77,14.24,1,711.46
EaglePasscity,TX,20651,3.52,19.55,30.11,14.99,10.14,13060,58.71,8.91,19.01,8.4,10,712.74
Cartersvillecity,GA,12035,2.53,13.88,25.71,13.49,15.16,25384,39.17,14.2,5.73,13.09,0,716.27
RedBankcity,TN,12322,2.2,12.6,28.02,13.54,14.89,25015,24.1,17.99,4.97,14.46,0,716.61
Mesacity,AZ,288091,2.67,14.41,29.13,13.64,11.38,30273,15.21,20.99,5.11,11.62,86,719.23
FortDodgecity,IA,25894,2.47,13.56,24.34,12.11,15.82,22783,21.71,16.05,5.39,10.87,0,720.05
Antiochcity,CA,62195,2.91,13.91,27.25,12.17,6.93,40936,17.42,14.87,6.63,13.12,26,720.85
ChulaVistacity,CA,135163,2.83,14.16,29.21,14.27,10.62,32012,24.31,17.65,6.08,12.74,14,721.98
Shermancity,TX,31601,2.54,15.73,28.57,15.16,14.26,24763,24.86,19.23,7.19,13.53,0,722.02
Ardmorecity,OK,23079,2.49,13.15,23.15,10.3,16.92,20463,28.02,15.81,7.81,14.58,0,724.52
Reedleycity,CA,15791,3.42,17.55,32.3,17,10.11,24128,46.11,10.39,15.46,7.91,0,724.94
WestMemphiscity,AR,28259,2.86,16.26,28.79,13.83,9.53,22052,37.55,10.76,8.34,14.22,0,724.95
RedwoodCitycity,CA,66072,2.59,11.09,27.2,12.24,10.46,42962,18.45,27.09,3.82,13.43,125,726.59
Redlandscity,CA,60394,2.75,14.97,27.56,13.53,10.33,37073,15.38,31.26,4.78,12.03,26,727.83
NewBritaintown,CT,75491,2.5,13.43,30.11,15.54,15.26,30121,35.25,16.67,7.84,10.84,10,728.32
Concordcity,NC,27347,2.53,13.47,26.57,13.92,15.07,25473,33.83,14.78,4.09,12.18,4,728.37
Waycrosscity,GA,16410,2.51,14.56,24.55,11.96,16.84,16586,43.86,11.17,8.17,15.26,0,730.58
Hattiesburgcity,MS,41882,2.63,21.46,38.93,25.22,11.21,15576,26.04,27.04,9.73,12.61,0,734.56
Barbertoncity,OH,27623,2.49,13.24,25.31,12.11,15.24,21688,31.19,7.88,8.67,12.63,0,734.61
NiagaraFallscity,NY,61840,2.38,12.62,24.51,12.09,17.36,20641,32.33,9.75,10.83,12.33,0,736.68
Taylorcity,TX,11472,2.77,14.75,25.86,12.35,14.58,21160,40.17,11.44,7.44,10.43,0,736.96
Yonkerscity,NY,188082,2.61,12.05,25.74,12.25,14.86,36376,26.45,21.91,6.48,9.21,10,737.62
Kelsocity,WA,11820,2.55,15.29,28.15,13.87,11,23887,27.43,8.56,10.15,17.28,0,739.25
McAllencity,TX,84021,3.37,18.82,30.81,15.39,9.52,22068,42.14,19.07,10.26,9.11,3,739.5
Watertowntown,MA,33284,2.35,8.29,29.53,12.09,14.95,43490,16.24,41.43,4.59,7.28,0,740.32
PalmDesertcity,CA,23252,2.19,9.99,20.61,10,21.61,37315,13.82,23.6,4.13,13.7,0,741.91
Fairbankscity,AK,30843,2.83,15.45,35.12,18.14,4.7,32033,13.78,18.34,8.62,14.3,41,742.54
Brenhamcity,TX,11952,2.76,19.04,29.61,17.47,15.7,21946,35.7,15.58,4.7,8.53,0,742.94
Miramarcity,FL,40663,2.82,12.99,26.33,11.65,8.86,35794,22.05,14.94,4.79,12.42,0,743.07
Huntsvillecity,TX,27925,3.56,24.38,45.9,31.62,6.02,17876,26.65,21.39,8.13,15.85,0,744.75
Delanocity,CA,22762,3.65,16.97,30.39,15.04,9.67,21054,58.07,7.6,23.83,8.26,0,747.58
RichmondHeightscity,MO,10448,2.21,9.66,27.16,11.09,14.94,32237,14.65,40.8,4.17,10.98,0,749.31
McCombcity,MS,11591,2.57,15.66,25.39,12.12,15.87,14579,35.93,15.95,10.95,12.94,0,750.53
Snydercity,TX,12195,2.77,15.69,26.13,12.74,12.43,23497,36.01,10.85,7.89,8.96,0,750.73
Lynchburgcity,VA,66049,2.63,17.79,29.84,18.19,14.33,23726,30.52,21.74,5.97,11.25,0,753.42
Sangercity,CA,16839,3.48,17.14,30.54,15.13,9.22,24470,50.77,6.69,15.72,9.8,0,754.26
LaQuintacity,CA,11215,2.85,11.46,25.06,10.42,9.19,39572,18.58,21.07,6.12,12.74,0,756.05
Harlingencity,TX,48735,3.17,17.72,29.2,14.37,11.94,20858,40.73,14.8,9.65,9.72,5,758.39
Sylacaugacity,AL,12520,2.51,14.14,24.62,11.95,15.67,19950,34.23,17.7,4.75,11.68,0,759.91
Peekskillcity,NY,19536,2.54,11.35,27.97,11.49,11.58,35425,23.48,22.36,5.17,11.74,0,761.6
Corcorancity,CA,13364,5.28,13.14,39.97,18.07,4.53,21558,42.24,5.43,12.35,8.44,0,764.68
MossPointcity,MS,17837,2.98,18.65,28.08,14.11,10.6,21201,35.31,10.42,15.88,13.04,0,765.29
Seguincity,TX,18853,2.97,16.96,29.57,15.82,12.99,19970,44.73,12.55,8.74,11.83,25,765.85
Eriecity,PA,108718,2.58,15.17,28.31,14.98,14.58,22032,27.67,13.99,8.85,12.17,0,770.88
Humblecity,TX,12060,2.55,15.45,31.84,15.3,7.19,27483,22.83,13.96,5.16,17.81,1,771.88
Hobokencity,NJ,33397,2.22,11.23,37.46,16.02,10.22,34873,30.22,39.71,6.16,10.12,0,772.3
Arlingtoncity,TX,261721,2.6,14.18,32.78,15.14,4.58,35048,12.19,29.99,4.99,12.77,1,772.77
SantaMariacity,CA,61284,3.08,14.37,29.45,14.29,10.97,29492,34.29,10.7,7.78,11.62,21,774.19
Visaliacity,CA,75636,2.9,14.83,26.95,12.62,9.87,29463,24.77,19.65,6.83,12.33,8,776.61
Medfordcity,MA,57407,2.63,13.31,29.49,15.44,15.05,38859,21,23.66,5.8,6.86,0,778.93
SantaBarbaracity,CA,85571,2.49,11.83,28.99,14.97,13.5,33667,20.9,33.12,4.6,13.64,46,779.72
Avondalecity,AZ,16169,3.29,17,30.79,14.96,6.51,24292,42.85,9.37,11.09,12.74,34,781.32
Zanesvillecity,OH,26778,2.48,13.4,25.87,12.63,14.72,17658,37.81,9.44,13.05,15.49,0,782.8
Danvillecity,KY,12420,2.54,17.67,29.15,16.18,14.91,21119,33.09,16.06,7.91,11.69,0,782.85
Bridgetoncity,MO,17779,2.62,12.57,24.17,11.38,12.38,38619,18.65,23.32,3.04,10.75,0,786.35
Middletowntown,RI,19460,2.95,13.83,30.61,15.41,9.92,35228,15,27.6,4.74,7.94,0,786.89
Englewoodcity,CO,29387,2.22,10.54,26.19,11.36,14.13,25422,19.75,19.03,4.95,16.76,0,787.17
Natchitochescity,LA,16609,3.11,25.63,37.21,25.06,11.51,14509,32.7,22.05,14.52,11.04,0,788.52
Gilroycity,CA,31487,3.31,16.13,29.6,13.79,6.68,40955,31.55,16.18,7.82,11.57,2,790.2
Murfreesborocity,TN,44922,2.63,20.71,38.51,24.46,8.8,26394,23.03,27.24,5.97,10.61,2,791.96
CorpusChristicity,TX,257453,2.88,15.48,28.43,13.25,9.22,25773,29.13,17.82,8.27,13.22,11,792.93
Duartecity,CA,20688,3.17,13.81,25.74,12.2,9.51,37695,26.61,22.32,6.41,11.41,0,793.23
Morristowntown,NJ,16189,2.41,9.1,28.07,12.04,12.82,42748,21.61,32.43,5.03,13.02,1,794.37
LagunaBeachcity,CA,23170,2.09,8.08,20.23,9.15,12.36,53419,5.87,49.02,1.84,16.9,50,794.41
Spokanecity,WA,177196,2.36,13.38,26.71,13.31,14.25,22192,16.79,21.03,8.12,15.82,56,795.08
Lufkincity,TX,30206,2.69,15.25,27.47,13.94,13.37,22357,31.05,18.83,6.37,12.84,0,796.75
SaltLakeCitycity,UT,159936,2.4,13.62,29.8,14.84,12.73,22697,16.96,30.44,5.58,13.83,163,797.66
BowlingGreencity,KY,40641,2.54,21.51,36.83,23.96,11.5,20043,28.52,23.41,6.93,11.95,2,798.39
Odessacity,TX,89699,2.73,14.89,27.4,12.88,9.26,24346,30.51,13.64,7.55,13.35,0,798.57
Carrolltoncity,GA,16029,2.72,25.94,43.29,31.05,10.42,20565,35.69,20.73,7.5,11.11,219,800.14
Pinolecity,CA,17460,2.79,12.37,23.2,10.85,9.45,45820,14.57,20.42,4.48,11.16,0,803.36
Denisoncity,TX,21505,2.47,13.16,24.08,11.17,16.37,21949,33.1,10.88,7.26,13.51,0,803.58
BullheadCitycity,AZ,21951,2.49,9.48,19.57,9.11,20.05,24814,27.56,10.13,6.64,15.61,0,807
Westwegocity,LA,11218,2.66,14.22,27.88,13.45,11.26,18095,49.27,4.01,8.37,14.97,0,809.39
Newarkcity,CA,37861,3.15,14.25,28.94,13.16,4.98,50471,21.37,21.13,5.3,10.57,0,809.72
Racinecity,WI,84298,2.65,13.53,26.95,12.08,11.63,26540,28.02,14.85,7.63,12.6,5,811.92
Modestocity,CA,164730,2.84,14.15,27.02,12.28,9.41,31701,25.21,15.82,8.9,13.72,38,813.57
Bloomingtoncity,IN,60633,2.89,36.54,58.57,46.22,6.18,18393,13.51,47.94,6.83,7.36,0,815.98
Roswellcity,NM,44654,2.76,16.07,26.56,13.25,14.38,21870,30.72,15.1,6.51,13.03,2,816.02
PhenixCitycity,AL,25312,2.6,14.7,26.81,13.54,12.78,20478,40.9,10.62,8.83,14.99,0,816.58
Farmingtoncity,NM,33997,2.84,14.65,26.23,11.23,8.14,28911,20.14,18.37,7.17,12.2,0,816.61
Gardnercity,MA,20125,2.52,11.32,26.25,11.75,14.78,28035,32.05,14.28,9.36,11.66,0,816.99
Glendalecity,AZ,148134,2.76,15.88,29.88,14.54,7.1,31665,17.42,17.7,5.99,13.25,44,817.33
Maconcity,GA,106612,2.59,15.33,28.24,14.46,13.24,21038,36.08,15.32,8.38,16.07,50,820.1
Nogalescity,AZ,19489,3.69,19.28,30.6,14.86,8.36,18404,51.22,7.94,13.67,9.28,7,822.2
SanGabrielcity,CA,37120,3.04,13.77,28.64,14.2,11.71,32559,29.14,21.79,6.15,10.09,0,822.57
Hollywoodcity,FL,121697,2.3,10.21,21.42,9.94,19.95,27352,27.12,15.71,6.05,13.22,98,822.7
Jacksonvillecity,AR,29101,2.95,15.64,34.53,16.69,5.38,25009,17.14,12.18,6.17,11.06,0,824.52
HarkerHeightscity,TX,12841,2.77,16.13,34.37,17.74,4.02,26470,12.4,27.1,4.37,10.61,0,824.95
Dublincity,GA,16312,2.77,13.82,24.17,11.46,15.68,20374,36.91,16.75,8.37,14.49,0,825.36
Bryancity,TX,55002,2.66,15.77,34.62,18.81,8.65,22577,26.26,26.89,5.78,11.19,0,827.14
Oviedocity,FL,11114,2.93,12.48,28.89,10.67,4.49,40221,9.5,34.85,3.57,9.1,0,827.68
ElizabethCitycity,NC,14292,2.68,17.21,29.5,17.3,15.52,16305,35.87,14.85,8.38,12.48,4,828.73
Kingsvillecity,TX,25276,2.96,18.78,34.78,19.75,8.98,22053,35.79,20.38,10.29,9.63,0,832.32
DeerfieldBeachcity,FL,46325,2,6.9,18.5,8,33,26950,25.73,16.07,4.79,11.32,0,832.58
Longviewcity,TX,70311,2.58,14.56,27.09,13.16,11.64,25377,22.56,18.91,7.22,13.45,9,833.29
WiltonManorscity,FL,11804,2.17,8.19,20.86,8.73,15.24,26710,20.04,15.76,4.21,17.92,0,838.59
Bristolborough,PA,10405,2.63,12.52,26.39,12.31,16.83,26265,37.82,8.51,8.35,11.29,0,840.18
Raleighcity,NC,207951,2.42,15.95,35.77,19.54,7.94,32451,13.44,40.56,3.97,11.97,2,842.7
Augustacity,GA,44639,2.37,13.34,27.23,13.67,16.73,15315,42.8,17.41,9.64,17.91,21,845.39
Mariettacity,GA,44129,2.22,12.28,35.99,17.68,9.2,27371,18.66,28.25,5.33,16.26,9,845.51
NewportNewscity,VA,170045,2.66,13.82,31.25,14.76,8.59,27469,20.66,18.44,5.93,12.83,39,845.63
Turlockcity,CA,42198,2.87,14.5,28.71,13.76,10.8,27293,30.39,17.05,8.77,11.47,0,847.77
Terrellcity,TX,12490,3,15.14,27.04,13.39,13.28,21633,36.98,14.22,10.18,14.35,0,851.22
Berkeleycity,MO,12450,2.91,16.98,30.19,14.51,8.43,26372,28.95,8.19,11.85,16.17,0,851.23
Syracusecity,NY,163860,2.52,17.47,33.6,19.56,12.86,21242,28.84,21.98,8.17,12.15,52,852.74
Northportcity,AL,17366,2.66,15.31,27.96,14.13,10.91,27552,26.91,23.13,6.07,10.75,0,853.28
Columbiacity,TN,28583,2.54,12.96,25.42,11.87,13.37,25238,33.26,14.22,5.89,12.51,0,857.47
Montgomerycity,AL,187106,2.67,15.6,28.57,14.27,10.53,26311,24.25,24.61,7,13.32,5,860.21
Hurstcity,TX,33574,2.63,13.51,26.06,12.5,8.28,37473,13.94,22.37,5.45,12.72,0,860.27
Greensborocity,NC,183521,2.45,16.19,31.46,17.63,10.54,29184,20.79,29.94,4.52,12.39,2,861.57
Thomasvillecity,NC,15915,2.44,14.41,27.52,13.97,14.75,21754,42.61,9.83,4.6,15.19,0,861.93
SantaPaulacity,CA,25062,3.27,15.72,30.19,14.85,10.71,31605,39.95,9.94,7.66,9.89,0,863.57
Tularecity,CA,33249,3.06,16.11,28.5,13.18,9.77,24686,39.19,8.39,9.11,12.54,0,864.36
Vancouvercity,WA,46380,2.3,12.39,27.16,13.52,14.24,21552,19.98,15.05,7.63,18.69,23,865.28
Maywoodcity,CA,27850,4.29,19.92,37.95,20.29,3.97,25567,72.05,1.63,12.22,7.89,14,865.9
Bellcity,CA,34365,3.81,17.69,35.61,18.2,5.88,22515,66.39,3.72,12.37,10.19,0,867.12
Victorvillecity,CA,40674,2.86,13.21,27.91,12.4,10.76,28698,25.02,10.5,9.95,12.88,104,867.49
Pittsburgcity,CA,47564,3.04,13.97,29.12,13.19,7.12,38532,23.51,14.35,7,12.46,33,868.12
Lafayettecity,LA,94440,2.6,16.61,31.09,16.76,8.64,23430,24.79,27.26,8.73,11.66,1,869.6
WinterParkcity,FL,22242,2.41,14.18,24.49,14.31,19.22,37080,11.54,43.46,3.4,11.78,3,870.26
UnionCitycity,NJ,58012,2.81,13.67,29.54,14.16,9.09,25655,49.46,10.71,10.87,14.53,25,871.02
HotSpringscity,AR,32462,2.24,11.19,20.87,10.19,22.68,15708,35.62,13.23,6.68,15.04,3,872.72
Anchoragecity,AK,226338,2.74,13.96,28.98,13.23,3.48,43946,9.61,26.85,6.46,14.62,34,872.98
Montereycity,CA,31954,2.52,13.54,32.59,16.84,11.38,34727,11.47,39.85,2.23,12.96,9,874.44
Wichitacity,KS,304011,2.47,12.95,27.54,12.79,11.11,28024,18.13,22.73,5.8,13.58,0,874.69
Lancastercity,PA,55551,2.62,16.38,32.09,16.79,11.04,22210,38.62,13.47,6.47,14.52,0,875.19
Hopkinsvillecity,KY,29809,2.61,14.42,26.71,12.98,13.12,21352,30.6,13.39,9.38,13.58,0,878.94
Clevelandcity,TN,30354,2.53,15.82,29.16,15.93,13.24,22894,33.81,17.07,5.58,12.46,0,878.96
Pharrcity,TX,32921,3.8,21.22,32.69,16.61,10.84,15605,58.41,8.43,16.97,7.6,0,880.21
Highlandcity,CA,34439,3.04,15.06,29.79,13.66,6.15,31561,25.62,13.75,8.66,14.59,0,880.44
Pascocity,WA,20337,2.97,16.57,30.16,15.05,10.08,17897,42.28,8.77,11.51,13.82,13,881.06
Westfieldcity,MA,38372,2.78,16.57,29.28,16.68,12.39,33498,21.26,19.27,5.15,8.87,0,885.56
Maldencity,MA,53884,2.46,10.98,28.76,13.19,13.53,34344,22.12,20.12,7.65,9.14,4,887.01
Dovercity,DE,27630,2.79,19.14,34.44,20.87,9.15,31308,17.79,26.54,4.07,12,3,887.29
LakeCharlescity,LA,70580,2.63,15.19,27.58,14.01,12.09,21225,30.58,18.36,10.56,13.29,6,889.17
Hulltown,MA,10466,2.76,12.65,27.85,12.66,9.99,37683,14.63,19.66,7.31,12.32,0,889.65
MontereyParkcity,CA,60738,3.11,13.89,28.54,14.13,12.85,32605,30.03,22.41,6.15,8,0,893.29
ElCajoncity,CA,88693,2.7,13.77,30.92,15.15,9.65,28108,21.49,14.45,7.07,16.22,76,894.51
Banningcity,CA,20570,2.77,12.51,22.42,10.59,18.92,22514,36.72,9.8,10.81,12.51,0,895.24
Plymouthtown,MA,45608,2.87,14.01,26.39,12.22,10.71,39886,15.79,22.32,7.16,9.47,3,896.83
Monroecity,NC,16127,2.72,15.28,29.33,14.55,11.25,23153,35.05,14.58,6.03,13.03,2,900.31
Enidcity,OK,45309,2.49,12.63,25.64,11.86,13.94,22746,24.18,17.76,6.61,11.6,1,901.76
Vinelandcity,NJ,54780,2.92,14.67,27.2,13.4,12.72,30733,38.66,12.63,7.2,11.5,20,902.54
WallaWallacity,WA,26478,2.67,15.81,27.98,15.6,14.51,21301,21.07,16.25,9.18,12.69,11,903.3
LaHabracity,CA,51266,2.83,13.94,30.43,14.79,9.63,39967,23.7,18.39,5.51,12.13,2,904.83
SanLeandrocity,CA,68223,2.34,10.04,22.85,10.47,17.63,35681,20.55,16.93,5.29,13.18,5,904.94
Albemarlecity,NC,14939,2.47,12.33,23.7,11.64,17.82,22504,39.42,12.49,6.66,11.28,0,906.29
Cerritoscity,CA,53240,3.54,18.6,28.65,15.58,5.48,59076,10.78,37.02,3.67,6.83,0,908.08
ElCerritocity,CA,22869,2.3,8.57,20.18,9.56,19.73,39538,10.69,46.29,3.64,11.39,12,909.37
Lockportcity,NY,24426,2.48,12.57,26.41,12.27,14.11,25000,26.45,14.17,7.44,12.01,0,911.96
Providencecity,RI,160728,2.73,18.71,34.52,20.6,11.91,22147,37.24,21.63,9.18,11.37,43,916.52
Hollistercity,CA,19212,3.26,15.93,30.76,14.4,8.03,32857,36.73,11.64,10.99,10.16,12,918.22
WestSacramentocity,CA,28898,2.61,12.99,25.21,11.63,12.12,23287,33.68,8.86,9.27,17.31,2,918.89
UnionCitycity,TN,10513,2.44,15.3,26.55,13.47,15.25,20745,35.01,11.45,7.56,11.41,0,919.02
Suffolkcity,VA,52141,2.82,13.7,25.39,11.57,11.94,26125,36.09,12.26,7.06,11,10,919.33
Hemetcity,CA,36094,2.07,8.35,17.88,8.49,37.25,20382,32.67,9.19,9.76,12.24,0,920.55
Hillsidetownship,NJ,21044,2.96,14.03,26.9,13.23,11.04,41187,28.39,17.11,6.38,8.82,0,926.23
WarrensvilleHeightscity,OH,15745,2.46,14.7,26.17,12.34,9.09,27893,23.01,12.44,9.34,18.43,1,929.91
Gallatincity,TN,18794,2.67,13.87,26.24,12.56,12.15,26498,36.09,11.55,6.6,13.67,0,930.28
CulverCitycity,CA,38793,2.4,10.37,24.22,11.12,11.95,42971,15.85,35.03,4.13,14.22,0,932.05
Victoriacity,TX,55076,2.78,15.02,27.08,12.76,10.34,25576,29.31,15.79,6.83,12.03,3,933.19
Sweetwatercity,TX,11967,2.62,14.86,25.11,11.97,14.7,19157,41.2,11.11,8.51,10.51,0,934.12
Laurinburgcity,NC,11643,2.72,19.71,30.85,18.11,14.03,16496,40.41,15.11,12.39,12.88,0,936.82
Marshallcity,TX,23682,2.75,16.51,27.3,14.47,14.97,19077,31.7,15.95,8.43,12.48,0,938.43
Monroviacity,CA,35761,2.7,12.7,28.61,13.22,9.73,35684,22.7,19.72,6.2,14.69,0,939.47
Sunnysidecity,WA,11238,3.27,17.7,30.17,14.66,10.21,20393,52.91,10.17,14.88,10.56,2,944.85
MiamiSpringscity,FL,13268,2.6,11.12,22.18,10.04,13.94,31461,22.84,19.37,6.54,14,0,950.27
Indiocity,CA,36793,3.42,17.04,33.32,16.69,7.4,25976,48.01,9.2,9.83,11.59,7,950.75
Chinocity,CA,59682,3.82,17.94,34.82,17.5,4.72,41958,25.79,11.82,5.53,9.3,0,950.76
Slidellcity,LA,24124,2.9,15.47,24.75,11.96,9.45,34492,19.36,23.65,5.46,9.74,0,951.3
Fairfieldcity,CA,77211,3.04,14.9,30.66,14.46,5.95,36886,15.84,15.43,6.11,12.54,4,951.34
Millvillecity,NJ,25992,2.7,14.61,27.19,13.33,12.33,31266,30.16,11.64,6.41,12.19,0,952.56
Lawtoncity,OK,80561,2.72,15.45,30.86,15.16,8.31,24200,18.47,18.98,9.2,12.56,0,952.59
Brownsvillecity,TX,98962,3.76,21.08,33.08,16.68,7.94,15890,54.51,12.21,15.3,9.56,3,953.67
PanamaCitycity,FL,34378,2.45,13.65,25.55,12.19,15.4,21881,29.65,16.72,7.83,15.18,24,956.68
RohnertParkcity,CA,36326,2.71,15.58,32.18,16.42,6.98,36097,12.46,21.82,5.31,13.42,2,957.64
Valdostacity,GA,39806,2.81,19.21,33.9,19.65,9.72,21864,30.5,21.1,7.67,12.97,0,958.15
Lumbertoncity,NC,18601,2.62,14.68,25.9,12.69,13.68,19030,38.36,18.49,8.66,13.48,0,962.82
Milwaukeecity,WI,628088,2.61,14.66,29.77,14.74,11.04,23627,28.5,14.83,8.88,13.25,54,966.16
Dyersburgcity,TN,16317,2.44,13.97,26.67,13.37,15.05,20053,44.8,11.96,7.35,15.51,0,966.56
Tucsoncity,AZ,405390,2.49,15.91,31.47,16.94,11.34,21748,21.39,20.71,8.12,14.15,102,969.6
Lenoircity,NC,14192,2.39,13.13,24.44,12.11,16.08,21372,41.63,11.72,5.11,14.15,0,972.89
CoralGablescity,FL,40091,2.59,17.11,28.9,18.54,15.59,47506,10.4,49.12,4.03,10.74,0,974.36
Bakersfieldcity,CA,174820,2.8,14.31,28.34,13.09,8.18,32154,22.23,19.65,7.1,14.05,31,974.37
Framinghamtown,MA,64989,2.59,12.89,29.89,14.92,10.57,42948,13.9,36.38,6.42,9.62,0,978.02
Edgewatercity,FL,15337,2.54,11.81,22.01,10.02,19.12,25053,28.14,8.06,4.13,11.79,0,981.19
RedBluffcity,CA,12363,2.57,13.44,26.6,12.16,14.06,19474,21.66,10.49,9.88,16.23,6,981.2
Oxnardcity,CA,142216,3.62,16.52,31.94,15.84,7.12,37174,38.66,13.01,6.71,10.79,30,984.34
Toledocity,OH,332943,2.54,14.78,28.65,14.52,12.25,24819,26.84,14.06,9.92,13.62,12,984.96
Moberlycity,MO,12839,2.46,14.38,25.65,12.85,16.85,20569,31.36,14.2,8.52,11.36,0,985.03
Cambridgecity,MA,95802,2.43,16.46,37.35,21.42,9.16,33140,15.65,54.17,5.15,9.51,33,985.62
Bainbridgecity,GA,10712,2.68,15.57,26.95,13.05,14.37,18641,40.25,15.17,6.76,14.15,0,985.78
TarponSpringscity,FL,17906,2.42,11.58,20.95,10,21.35,25380,25.82,15.15,6.91,11.45,0,985.82
Lakewoodcity,CA,73557,2.82,12.55,25.05,11.36,11.56,44700,18.63,17.67,4.33,10.79,0,987.28
Savannahcity,GA,137560,2.65,15.02,29.08,14.61,12.64,22102,29.91,16.56,7.77,14.93,2,987.42
Huntingtoncity,IN,16389,2.67,15.65,28.66,14.42,12.87,25855,25.58,12.37,5.14,11.01,0,988.71
Brawleycity,CA,18923,3.27,17.07,29.52,14.1,8.05,22365,48.61,9.96,14.81,10.98,8,989.2
Okmulgeecity,OK,13441,2.56,15.96,26.77,15.19,16.46,14555,31.18,9.5,10.72,13.67,0,995.75
Uplandcity,CA,63374,2.75,14.53,27.59,13.42,8.35,41965,15.9,25.41,5.19,12.23,30,996.19
Stantoncity,CA,30491,2.96,13.75,31.95,15.34,8.54,33367,29.64,14.18,8.43,13.28,0,997.03
Louisvillecity,KY,269063,2.38,13.13,26.4,12.64,14.71,20141,32.81,17.23,8.24,15.72,33,999.13
McMinnvillecity,TN,11194,2.36,12.83,24.88,12.32,17.46,17058,45.4,9.82,7.05,14.03,0,1000.98
Enterprisecity,AL,20123,2.64,15.16,27.96,13.49,10.46,26276,23.09,23.16,5.45,10.72,0,1002.66
TwentyninePalms-MorongoValle,CA,58362,2.77,16.94,31.06,18.44,15.31,21603,24.21,11.26,7.16,12.16,6,1007.94
Lexingtoncity,NC,16581,2.37,14.05,25.8,13.25,15.8,21011,40.25,12.41,6.12,15.12,0,1012.03
Alliancecity,OH,23304,2.62,17.41,28.82,16.39,15.25,21040,28.3,11.96,11.58,12.58,0,1013.71
LasVegascity,NV,258295,2.59,12.34,27.06,12.54,9.67,30590,23.7,13.37,6.57,18.4,236,1014.86
Oceansidecity,CA,128398,2.75,12.55,28.56,13.63,13.1,33453,18.79,18.79,6.82,11.8,792,1019.98
NorthLittleRockcity,AR,61741,2.47,13.36,25.2,11.67,13.95,23958,26.96,17.49,5.39,14.81,7,1020.91
Decaturcity,GA,17336,2.28,11.49,25.7,12,13.52,26803,20.56,40.51,5.77,15.55,0,1026.28
Crowleycity,LA,13983,2.74,15.06,25.87,12.34,13.02,13804,46.75,11.22,11.14,12.35,0,1029.02
Aberdeentown,MD,13087,2.62,13.56,26.55,12.2,9.37,30043,25.29,12.56,5.96,14.28,0,1032.91
Schenectadycity,NY,65566,2.36,13.47,29.18,14.95,15.01,24316,25.24,17.32,7.16,13.26,8,1033.4
ElPasocity,TX,515342,3.21,17.84,31.16,15.53,8,23460,34.67,16.2,9.85,11.54,95,1035.05
Denvercity,CO,467610,2.22,11.31,25.92,11.86,12.22,25106,20.8,29.05,6.77,16.61,100,1038.27
